"Path","Length"
"@Resources/WeatherIcons/hurricane.png","5552"
"@Resources/WeatherIcons/lightning-bolt.png","2543"
"@Resources/WeatherIcons/mist.png","998"
"@Resources/WeatherIcons/moon-first-quarter.png","7482"
"@Resources/WeatherIcons/moon-full.png","6531"
"@Resources/WeatherIcons/moon-last-quarter.png","7534"
"@Resources/WeatherIcons/moon-new.png","3651"
"@Resources/WeatherIcons/moonrise.png","4951"
"@Resources/WeatherIcons/moonset.png","5083"
"@Resources/WeatherIcons/moon-waning-crescent.png","7239"
"@Resources/WeatherIcons/moon-waning-gibbous.png","7675"
"@Resources/WeatherIcons/moon-waxing-crescent.png","7153"
"@Resources/WeatherIcons/moon-waxing-gibbous.png","7647"
"@Resources/WeatherIcons/Night.png","339"
"@Resources/WeatherIcons/not-available.png","2849"
"@Resources/WeatherIcons/overcast.png","6580"
"@Resources/WeatherIcons/overcast-day.png","8006"
"@Resources/WeatherIcons/overcast-day-drizzle.png","8983"
"@Resources/WeatherIcons/overcast-day-fog.png","9085"
"@Resources/WeatherIcons/overcast-day-hail.png","9053"
"@Resources/WeatherIcons/overcast-day-haze.png","9087"
"@Resources/WeatherIcons/overcast-day-rain.png","9606"
"@Resources/WeatherIcons/overcast-day-sleet.png","11106"
"@Resources/WeatherIcons/overcast-day-smoke.png","11824"
"@Resources/WeatherIcons/overcast-day-snow.png","10345"
"@Resources/WeatherIcons/overcast-drizzle.png","7571"
"@Resources/WeatherIcons/overcast-fog.png","7635"
"@Resources/WeatherIcons/overcast-hail.png","7636"
"@Resources/WeatherIcons/overcast-haze.png","7630"
"@Resources/WeatherIcons/overcast-night.png","8137"
"@Resources/WeatherIcons/overcast-night-drizzle.png","9119"
"@Resources/WeatherIcons/overcast-night-fog.png","9197"
"@Resources/WeatherIcons/overcast-night-hail.png","9184"
"@Resources/WeatherIcons/overcast-night-haze.png","9194"
"@Resources/WeatherIcons/overcast-night-rain.png","9733"
"@Resources/WeatherIcons/overcast-night-sleet.png","11223"
"@Resources/WeatherIcons/overcast-night-smoke.png","11930"
"@Resources/WeatherIcons/overcast-night-snow.png","10478"
"@Resources/WeatherIcons/overcast-rain.png","8182"
"@Resources/WeatherIcons/overcast-sleet.png","9670"
"@Resources/WeatherIcons/overcast-smoke.png","10403"
"@Resources/WeatherIcons/overcast-snow.png","8927"
"@Resources/WeatherIcons/partly-cloudy-day.png","6389"
"@Resources/WeatherIcons/partly-cloudy-day-drizzle.png","7369"
"@Resources/WeatherIcons/partly-cloudy-day-fog.png","7394"
"@Resources/WeatherIcons/partly-cloudy-day-hail.png","7469"
"@Resources/WeatherIcons/partly-cloudy-day-haze.png","7406"
"@Resources/WeatherIcons/partly-cloudy-day-rain.png","7992"
"@Resources/WeatherIcons/partly-cloudy-day-sleet.png","9526"
"@Resources/WeatherIcons/partly-cloudy-day-smoke.png","10129"
"@Resources/WeatherIcons/partly-cloudy-day-snow.png","8774"
"@Resources/WeatherIcons/partly-cloudy-night.png","6524"
"@Resources/WeatherIcons/partly-cloudy-night-drizzle.png","7515"
"@Resources/WeatherIcons/partly-cloudy-night-fog.png","7544"
"@Resources/WeatherIcons/partly-cloudy-night-hail.png","7613"
"@Resources/WeatherIcons/partly-cloudy-night-haze.png","7554"
"@Resources/WeatherIcons/partly-cloudy-night-rain.png","8130"
"@Resources/WeatherIcons/partly-cloudy-night-sleet.png","9605"
"@Resources/WeatherIcons/partly-cloudy-night-smoke.png","10275"
"@Resources/WeatherIcons/partly-cloudy-night-snow.png","8917"
"@Resources/WeatherIcons/pollen.png","2273"
"@Resources/WeatherIcons/pollen-flower.png","10261"
"@Resources/WeatherIcons/pollen-grass.png","8920"
"@Resources/WeatherIcons/pollen-tree.png","9634"
"@Resources/WeatherIcons/pressure-high.png","2033"
"@Resources/WeatherIcons/pressure-high-alt.png","1012"
"@Resources/WeatherIcons/pressure-low.png","2082"
"@Resources/WeatherIcons/pressure-low-alt.png","694"
"@Resources/WeatherIcons/rain.png","6583"
"@Resources/WeatherIcons/rainbow.png","6832"
"@Resources/WeatherIcons/rainbow-clear.png","8512"
"@Resources/WeatherIcons/raindrop.png","4637"
"@Resources/WeatherIcons/raindrop-measure.png","5548"
"@Resources/WeatherIcons/raindrops.png","5656"
"@Resources/WeatherIcons/santa-coat-icon-christmas-related-vector-44946594.webp","15802"
"@Resources/WeatherIcons/sleet.png","8069"
"@Resources/WeatherIcons/smoke.png","8721"
"@Resources/WeatherIcons/smoke-particles.png","3888"
"@Resources/WeatherIcons/snow.png","7373"
"@Resources/WeatherIcons/snowflake.png","7587"
"@Resources/WeatherIcons/snowflake1.png","731032"
"@Resources/WeatherIcons/snowman.png","7794"
"@Resources/WeatherIcons/solar-eclipse.png","8172"
"@Resources/WeatherIcons/star.png","4417"
"@Resources/WeatherIcons/starry-night.png","8905"
"@Resources/WeatherIcons/Sun.png","546"
"@Resources/WeatherIcons/sun-hot.png","5852"
"@Resources/WeatherIcons/sunrise.png","4931"
"@Resources/WeatherIcons/SunriseA.png","384"
"@Resources/WeatherIcons/sunset.png","5219"
"@Resources/WeatherIcons/SunsetA.png","312"
"@Resources/WeatherIcons/thermometer.png","5022"
"@Resources/WeatherIcons/thermometer-celsius.png","6928"
"@Resources/WeatherIcons/thermometer-colder.png","6644"
"@Resources/WeatherIcons/thermometer-fahrenheit.png","6095"
"@Resources/WeatherIcons/thermometer-glass.png","4094"
"@Resources/WeatherIcons/thermometer-glass-celsius.png","5981"
"@Resources/WeatherIcons/thermometer-glass-fahrenheit.png","5150"
"@Resources/WeatherIcons/thermometer-mercury.png","960"
"@Resources/WeatherIcons/thermometer-mercury-cold.png","924"
"@Resources/WeatherIcons/thermometer-moon.png","7332"
"@Resources/WeatherIcons/thermometer-raindrop.png","8322"
"@Resources/WeatherIcons/thermometer-snow.png","8892"
"@Resources/WeatherIcons/thermometer-sun.png","7311"
"@Resources/WeatherIcons/thermometer-warmer.png","6686"
"@Resources/WeatherIcons/thermometer-water.png","5878"
"@Resources/WeatherIcons/thunderstorms.png","6917"
"@Resources/WeatherIcons/thunderstorms-day.png","8309"
"@Resources/WeatherIcons/thunderstorms-day-extreme.png","10663"
"@Resources/WeatherIcons/thunderstorms-day-extreme-rain.png","11811"
"@Resources/WeatherIcons/thunderstorms-day-extreme-snow.png","12677"
"@Resources/WeatherIcons/thunderstorms-day-overcast.png","10077"
"@Resources/WeatherIcons/thunderstorms-day-overcast-rain.png","11242"
"@Resources/WeatherIcons/thunderstorms-day-overcast-snow.png","12129"
"@Resources/WeatherIcons/thunderstorms-day-rain.png","9462"
"@Resources/WeatherIcons/thunderstorms-day-snow.png","10405"
"@Resources/WeatherIcons/thunderstorms-extreme.png","9247"
"@Resources/WeatherIcons/thunderstorms-extreme-rain.png","10392"
"@Resources/WeatherIcons/thunderstorms-extreme-snow.png","11271"
"@Resources/WeatherIcons/thunderstorms-night.png","8448"
"@Resources/WeatherIcons/thunderstorms-night-extreme.png","10797"
"@Resources/WeatherIcons/thunderstorms-night-extreme-rain.png","11947"
"@Resources/WeatherIcons/thunderstorms-night-extreme-snow.png","12822"
"@Resources/WeatherIcons/thunderstorms-night-overcast.png","10196"
"@Resources/WeatherIcons/thunderstorms-night-overcast-rain.png","11358"
"@Resources/WeatherIcons/thunderstorms-night-overcast-snow.png","12251"
"@Resources/WeatherIcons/thunderstorms-night-rain.png","9607"
"@Resources/WeatherIcons/thunderstorms-night-snow.png","10545"
"@Resources/WeatherIcons/thunderstorms-overcast.png","8646"
"@Resources/WeatherIcons/thunderstorms-overcast-rain.png","9810"
"@Resources/WeatherIcons/thunderstorms-overcast-snow.png","10710"
"@Resources/WeatherIcons/thunderstorms-rain.png","8069"
"@Resources/WeatherIcons/thunderstorms-snow.png","9010"
"@Resources/WeatherIcons/tide-high.png","3076"
"@Resources/WeatherIcons/tide-low.png","3047"
"@Resources/WeatherIcons/time-afternoon.png","7442"
"@Resources/WeatherIcons/time-evening.png","4605"
"@Resources/WeatherIcons/time-late-afternoon.png","7719"
"@Resources/WeatherIcons/time-late-evening.png","7101"
"@Resources/WeatherIcons/time-late-morning.png","5971"
"@Resources/WeatherIcons/time-late-night.png","5897"
"@Resources/WeatherIcons/time-morning.png","4188"
"@Resources/WeatherIcons/time-night.png","8788"
"@Resources/WeatherIcons/tornado.png","1898"
"@Resources/WeatherIcons/T-Shirt.png","18826"
"@Resources/WeatherIcons/umbrella.png","5262"
"@Resources/WeatherIcons/umbrella-wind.png","7780"
"@Resources/WeatherIcons/umbrella-wind-alt.png","7770"
"@Resources/WeatherIcons/uv-index.png","7302"
"@Resources/WeatherIcons/uv-index-1.png","7196"
"@Resources/WeatherIcons/uv-index-10.png","7931"
"@Resources/WeatherIcons/uv-index-11.png","7376"
"@Resources/WeatherIcons/uv-index-2.png","7900"
"@Resources/WeatherIcons/uv-index-3.png","7804"
"@Resources/WeatherIcons/uv-index-4.png","7330"
"@Resources/WeatherIcons/uv-index-5.png","7647"
"@Resources/WeatherIcons/uv-index-6.png","7910"
"@Resources/WeatherIcons/uv-index-7.png","7326"
"@Resources/WeatherIcons/uv-index-8.png","7958"
"@Resources/WeatherIcons/uv-index-9.png","7928"
"@Resources/WeatherIcons/wind.png","3640"
"@Resources/WeatherIcons/wind-alert.png","5072"
"@Resources/WeatherIcons/wind-beaufort-0.png","4563"
"@Resources/WeatherIcons/wind-beaufort-1.png","3881"
"@Resources/WeatherIcons/wind-beaufort-10.png","4906"
"@Resources/WeatherIcons/wind-beaufort-11.png","3977"
"@Resources/WeatherIcons/wind-beaufort-12.png","4728"
"@Resources/WeatherIcons/wind-beaufort-2.png","4445"
"@Resources/WeatherIcons/wind-beaufort-3.png","4600"
"@Resources/WeatherIcons/wind-beaufort-4.png","4141"
"@Resources/WeatherIcons/wind-beaufort-5.png","4516"
"@Resources/WeatherIcons/wind-beaufort-6.png","4717"
"@Resources/WeatherIcons/wind-beaufort-7.png","4134"
"@Resources/WeatherIcons/wind-beaufort-8.png","4746"
"@Resources/WeatherIcons/wind-beaufort-9.png","4756"
"@Resources/WeatherIcons/wind-offshore.png","8951"
"@Resources/WeatherIcons/wind-onshore.png","8970"
"@Resources/WeatherIcons/wind-snow.png","5963"
"@Resources/WeatherIcons/windsock.png","3102"
"@Resources/WeatherIcons/windsock-calm.png","6981"
"@Resources/WeatherIcons/windsock-weak.png","4869"
"7DaySoil.ps1","3337"
"debug.log","3118"
"DevPush.ps1","2363"
"DownloadFile/ks_soiltemp_2in_raw.csv","7849"
"Heartland Weather.ini","51127"
"ks_soiltemp_2in_last_attempt.txt","62"
"ks_soiltemp_2in_master.csv","4103"
"ks_soiltemp_2in_rolling7day.csv","1038"
"ks_soiltemp_ps_ran.txt","14694"
"Old/Heartland Weather.2.2.bak","13797"
"Old/Heartland Weather.2.3.2.bak","12895"
"Old/Heartland Weather.ini.bak","16411"
"Old/Heartland WeatherFail.ini","78768"
"Old/ks_soiltemp_2in_history1.csv","770"
"Old/ks_soiltemp_2in_historyDummy.csv","641"
"Old/ks_soiltemp_2in_rolling7day.csv","962"
"Old/KSSoil_PAUSE.txt","0"
"om.json","7732"
"om_model_meta_log.csv","58711"
"om_model_meta_state.json","4608"
"OM_Query.txt","410"
"om_status.txt","791"
"WeatherAPI.ps1","8221"

